,tweet_length
487,124
488,140
489,140
490,140
491,140
492,140
493,140
494,140
495,140
496,89
497,140
498,140
499,140
500,46
501,140
502,140
503,60
504,62
505,141
506,136
507,140
508,138
509,118
510,118
511,108
512,118
513,91
514,137
515,134
516,136
517,96
518,83
519,140
520,140
521,140
522,140
523,140
524,103
525,76
526,69
527,115
528,141
529,136
530,82
531,106
532,132
533,132
534,136
535,118
536,114
537,113
538,102
539,137
540,132
541,140
542,107
543,113
544,140
545,140
546,140
547,140
548,140
549,140
550,140
551,140
552,23
553,118
554,95
555,99
556,89
557,141
558,118
559,133
560,136
561,124
562,141
563,137
564,136
565,132
566,134
567,140
568,141
569,90
570,137
571,118
572,140
573,137
574,133
575,62
576,119
577,73
578,112
579,141
580,141
581,131
582,125
583,130
584,141
585,132
586,138
587,133
588,140
589,93
590,29
591,140
592,140
593,118
594,140
595,118
596,138
597,98
598,102
599,95
600,106
601,79
602,29
603,89
604,101
605,141
606,140
607,128
608,23
609,23
610,23
611,23
612,23
613,23
614,23
615,23
616,23
617,23
618,23
619,23
620,23
621,23
622,23
623,23
624,23
625,23
626,23
627,23
628,23
629,23
630,23
631,23
632,23
633,23
634,23
635,23
636,23
637,23
638,23
639,23
640,90
641,23
642,23
643,23
644,114
645,133
646,127
647,135
648,134
649,137
650,23
651,85
652,111
653,97
654,23
655,141
656,141
657,132
658,135
659,138
660,140
661,23
662,140
663,140
664,140
665,140
666,140
667,23
668,140
669,140
670,140
671,105
672,95
673,130
674,139
675,23
676,23
677,23
678,23
679,23
680,23
681,23
682,23
683,23
684,23
685,23
686,23
687,23
688,23
689,23
690,23
691,23
692,23
693,23
694,23
695,23
696,23
697,23
698,52
699,140
700,140
701,140
702,140
703,140
704,140
705,140
706,140
707,61
708,140
709,140
710,139
711,140
712,140
713,140
714,140
715,140
716,140
717,50
718,140
719,140
720,140
721,23
722,140
723,140
724,55
725,140
726,140
727,140
728,140
729,140
730,140
731,140
732,140
733,23
734,23
735,23
736,23
737,23
738,23
739,23
740,23
741,23
742,23
743,23
744,23
745,23
746,23
747,23
748,47
749,23
750,23
751,23
752,140
753,140
754,140
755,140
756,140
757,140
758,140
759,140
760,140
761,140
762,140
763,140
764,140
765,71
766,140
767,140
768,93
769,140
770,140
771,140
772,140
773,140
774,140
775,140
776,140
777,98
778,140
779,140
780,140
781,140
782,140
783,140
784,140
785,140
786,23
787,23
788,23
789,23
790,23
791,23
792,23
793,23
794,23
795,23
796,23
797,23
798,23
799,23
800,23
801,23
802,23
803,23
804,23
805,23
806,23
807,23
808,23
809,23
810,23
811,23
812,23
813,23
814,23
815,23
816,42
817,140
818,23
819,140
820,140
821,140
822,140
823,140
824,70
825,140
826,140
827,140
828,140
829,140
830,140
831,140
832,140
833,140
834,140
835,140
836,140
837,140
838,140
839,140
840,140
841,140
842,140
843,140
844,140
845,140
846,140
847,23
848,140
849,140
850,140
851,140
852,140
853,140
854,96
855,140
856,140
857,140
858,23
859,140
860,140
861,140
862,140
863,140
864,140
865,140
866,23
867,23
868,23
869,23
870,23
871,23
872,23
873,23
874,23
875,23
876,23
877,23
878,23
879,23
880,23
881,23
882,23
883,23
884,23
885,23
886,23
887,23
888,23
889,23
890,23
891,23
892,23
893,23
894,23
895,23
896,23
897,23
898,64
899,60
900,138
901,139
902,117
903,134
904,137
905,136
906,140
907,141
908,112
909,121
910,141
911,118
912,66
913,108
914,90
915,128
916,136
917,118
918,140
919,140
920,140
921,23
922,140
923,113
924,108
925,140
926,140
927,140
928,141
929,135
930,139
931,136
932,74
933,79
934,134
935,23
936,23
937,23
938,47
939,23
940,23
941,23
942,23
943,23
944,23
945,23
946,23
947,23
948,23
949,23
950,23
951,23
952,23
953,23
954,23
955,23
956,23
957,23
958,23
959,23
960,23
961,23
962,23
963,23
964,23
965,126
966,131
967,140
968,135
969,141
970,140
971,118
972,64
973,111
974,140
975,140
976,140
977,140
978,140
979,140
980,140
981,23
982,140
983,140
984,140
985,140
986,140
987,140
988,140
989,101
990,131
991,136
992,139
993,136
994,138
995,118
996,119
997,130
998,114
999,131
1000,116
1001,63
1002,99
1003,118
1004,23
1005,23
1006,23
1007,23
1008,23
1009,23
1010,23
1011,23
1012,23
1013,23
1014,23
1015,23
1016,23
1017,23
1018,23
1019,23
1020,23
1021,23
1022,23
1023,23
1024,23
1025,23
1026,23
1027,23
1028,23
1029,23
1030,23
1031,23
1032,23
1033,23
1034,23
1035,23
1036,23
1037,23
1038,140
1039,140
1040,140
1041,140
1042,140
1043,140
1044,23
1045,140
1046,140
1047,140
1048,140
1049,140
1050,140
1051,140
1052,140
1053,140
1054,140
1055,140
1056,140
1057,140
1058,140
1059,74
1060,140
1061,140
1062,140
1063,140
1064,140
1065,140
1066,140
1067,54
1068,23
1069,110
1070,140
1071,140
1072,140
1073,140
1074,140
1075,47
1076,47
1077,103
1078,47
1079,47
1080,139
1081,47
1082,47
1083,113
1084,47
1085,66
1086,140
1087,140
1088,23
1089,140
1090,140
1091,140
1092,140
1093,140
1094,81
1095,140
1096,114
1097,140
1098,140
1099,133
1100,140
1101,140
1102,140
1103,140
1104,140
1105,140
1106,140
1107,140
1108,140
1109,140
1110,140
1111,140
1112,140
1113,140
1114,140
1115,95
1116,140
1117,140
1118,140
1119,140
1120,140
1121,140
1122,140
1123,140
1124,140
1125,140
1126,107
1127,47
1128,47
1129,77
1130,102
1131,138
1132,89
1133,158
1134,111
1135,118
1136,104
1137,47
1138,77
1139,47
1140,143
1141,47
1142,116
1143,103
1144,96
1145,77
1146,47
1147,104
1148,128
1149,104
1150,119
1151,140
1152,122
1153,136
1154,138
1155,106
1156,108
1157,101
1158,118
1159,118
1160,141
1161,140
1162,140
1163,47
1164,104
1165,140
1166,88
1167,68
1168,130
1169,100
1170,140
1171,140
1172,71
1173,23
1174,140
1175,68
1176,116
1177,68
1178,140
1179,141
1180,138
1181,60
1182,137
1183,70
1184,114
1185,139
1186,76
1187,121
1188,47
1189,145
1190,100
1191,122
1192,119
1193,47
1194,47
1195,47
1196,47
1197,124
1198,47
1199,118
1200,118
1201,102
1202,138
1203,138
1204,115
1205,125
1206,132
1207,137
1208,134
1209,136
1210,124
1211,139
1212,61
1213,64
1214,95
1215,118
1216,141
1217,141
1218,88
1219,141
1220,141
1221,141
1222,141
1223,136
1224,134
1225,129
1226,130
1227,138
1228,92
1229,92
1230,103
1231,47
1232,94
1233,47
1234,47
1235,47
1236,123
1237,78
1238,56
1239,47
1240,93
1241,47
1242,47
1243,87
1244,115
1245,47
1246,123
1247,37
1248,47
1249,133
1250,111
1251,47
1252,100
1253,47
1254,63
1255,125
1256,105
1257,47
1258,47
1259,152
1260,62
1261,23
1262,120
1263,47
1264,119
1265,117
1266,76
1267,94
1268,131
1269,118
1270,47
1271,91
1272,47
1273,90
1274,47
1275,50
1276,98
1277,95
1278,124
1279,92
1280,124
1281,47
1282,47
1283,107
1284,47
1285,47
1286,121
1287,106
1288,47
1289,127
1290,47
1291,93
1292,134
1293,139
1294,120
1295,101
1296,95
1297,70
1298,138
1299,133
1300,110
1301,141
1302,134
1303,110
1304,133
1305,80
1306,89
1307,23
1308,93
1309,88
1310,59
1311,118
1312,75
1313,140
1314,127
1315,137
1316,136
1317,96
1318,97
1319,126
1320,99
1321,98
1322,47
1323,124
1324,47
1325,132
1326,47
1327,152
1328,118
1329,91
1330,47
1331,91
1332,133
1333,47
1334,47
1335,71
1336,47
1337,125
1338,47
1339,47
1340,132
1341,47
1342,117
1343,155
1344,77
1345,47
1346,133
1347,140
1348,134
1349,88
1350,141
1351,96
1352,108
1353,100
1354,101
1355,58
1356,67
1357,103
1358,122
1359,139
1360,132
1361,135
1362,140
1363,140
1364,140
1365,140
1366,140
1367,23
1368,140
1369,140
1370,140
1371,96
1372,134
1373,110
1374,119
1375,135
1376,139
1377,140
1378,106
1379,139
1380,119
1381,96
1382,137
1383,138
1384,136
1385,136
1386,88
1387,87
1388,112
1389,96
1390,113
1391,148
1392,47
1393,99
1394,94
1395,132
1396,106
1397,154
1398,111
1399,90
1400,148
1401,69
1402,116
1403,67
1404,61
1405,107
1406,121
1407,47
1408,47
1409,61
1410,60
1411,90
1412,124
1413,115
1414,47
1415,65
1416,140
1417,140
1418,140
1419,139
1420,140
1421,140
1422,140
1423,140
1424,46
1425,140
1426,140
1427,140
1428,140
1429,140
1430,23
1431,140
1432,140
1433,106
1434,140
1435,140
1436,140
1437,23
1438,60
1439,140
1440,140
1441,140
1442,140
1443,140
1444,140
1445,140
1446,109
1447,47
1448,113
1449,130
1450,129
1451,47
1452,47
1453,117
1454,122
1455,47
1456,117
1457,72
1458,47
1459,47
1460,101
1461,47
1462,83
1463,130
1464,47
1465,47
1466,119
1467,47
1468,47
1469,47
1470,159
1471,147
1472,47
1473,124
1474,105
1475,140
1476,140
1477,140
1478,140
1479,140
1480,140
1481,23
1482,140
1483,98
1484,140
1485,140
1486,140
1487,140
1488,140
1489,140
1490,140
1491,90
1492,63
1493,140
1494,140
1495,140
1496,140
1497,140
1498,140
1499,23
1500,140
1501,140
1502,140
1503,140
1504,140
1505,90
1506,97
1507,124
1508,140
1509,140
1510,140
1511,95
1512,91
1513,101
1514,47
1515,113
1516,144
1517,87
1518,47
1519,47
1520,95
1521,47
1522,115
1523,47
1524,161
1525,47
1526,47
1527,47
1528,47
1529,140
1530,136
1531,135
1532,139
1533,140
1534,138
1535,135
1536,130
1537,136
1538,116
1539,65
1540,83
1541,95
1542,136
1543,124
1544,112
1545,88
1546,23
1547,73
1548,140
1549,140
1550,23
1551,140
1552,140
1553,140
1554,140
1555,96
1556,116
1557,123
1558,112
1559,92
1560,47
1561,47
1562,47
1563,140
1564,140
1565,140
1566,140
1567,140
1568,140
1569,140
1570,140
1571,136
1572,140
1573,140
1574,140
1575,140
1576,140
1577,140
1578,140
1579,140
1580,23
1581,140
1582,140
1583,140
1584,140
1585,140
1586,140
1587,140
1588,140
1589,140
1590,140
1591,140
1592,140
1593,140
1594,140
1595,140
1596,140
1597,69
1598,97
1599,116
1600,60
1601,162
1602,132
1603,47
1604,130
1605,58
1606,116
1607,47
1608,100
1609,47
1610,130
1611,113
1612,140
1613,126
1614,104
1615,47
1616,101
1617,47
1618,161
1619,47
1620,47
1621,122
1622,101
1623,47
1624,132
1625,118
1626,135
1627,141
1628,86
1629,138
1630,137
1631,99
1632,98
1633,110
1634,136
1635,135
1636,130
1637,106
1638,140
1639,141
1640,106
1641,138
1642,141
1643,134
1644,134
1645,135
1646,92
1647,58
1648,137
1649,136
1650,142
1651,119
1652,47
1653,127
1654,92
1655,137
1656,104
1657,47
1658,47
1659,93
1660,77
1661,136
1662,99
1663,132
1664,47
1665,47
1666,159
1667,47
1668,128
1669,62
1670,115
1671,75
1672,47
1673,47
1674,60
1675,47
1676,75
1677,96
1678,47
1679,110
1680,47
1681,47
1682,90
1683,123
1684,47
1685,47
1686,121
1687,108
1688,115
1689,95
1690,47
1691,47
1692,97
1693,47
1694,123
1695,47
1696,47
1697,115
1698,77
1699,146
1700,97
1701,47
1702,47
1703,47
1704,47
1705,105
1706,86
1707,47
1708,123
1709,47
1710,154
1711,102
1712,47
1713,93
1714,99
1715,62
1716,160
1717,47
1718,62
1719,74
1720,86
1721,47
1722,125
1723,116
1724,98
1725,47
1726,103
1727,91
1728,137
1729,128
1730,137
1731,140
1732,107
1733,64
1734,78
1735,139
1736,139
1737,139
1738,62
1739,141
1740,56
1741,85
1742,118
1743,110
1744,139
1745,136
1746,103
1747,118
1748,118
1749,132
1750,108
1751,68
1752,23
1753,118
1754,118
1755,118
1756,118
1757,129
1758,47
1759,117
1760,126
1761,85
1762,94
1763,100
1764,57
1765,123
1766,47
1767,161
1768,119
1769,92
1770,62
1771,131
1772,47
1773,47
1774,47
1775,62
1776,47
1777,47
1778,95
1779,117
1780,130
1781,47
1782,126
1783,118
1784,99
1785,61
1786,138
1787,138
1788,130
1789,131
1790,136
1791,85
1792,79
1793,140
1794,140
1795,140
1796,140
1797,140
1798,140
1799,140
1800,140
1801,140
1802,140
1803,140
1804,140
1805,140
1806,140
1807,140
1808,106
1809,124
1810,137
1811,136
1812,134
1813,120
1814,137
1815,135
1816,137
1817,108
1818,118
1819,141
1820,101
1821,133
1822,121
1823,47
1824,86
1825,128
1826,96
1827,104
1828,98
1829,160
1830,47
1831,110
1832,125
1833,47
1834,119
1835,115
1836,47
1837,47
1838,47
1839,47
1840,72
1841,47
1842,163
1843,47
1844,47
1845,117
1846,85
1847,23
1848,140
1849,140
1850,140
1851,140
1852,140
1853,140
1854,140
1855,140
1856,140
1857,140
1858,23
1859,140
1860,140
1861,140
1862,140
1863,140
1864,140
1865,140
1866,140
1867,140
1868,140
1869,137
1870,140
1871,140
1872,23
1873,140
1874,140
1875,23
1876,140
1877,140
1878,140
1879,140
1880,126
1881,47
1882,47
1883,47
1884,47
1885,47
1886,47
1887,47
1888,47
1889,47
1890,68
1891,160
1892,47
1893,56
1894,128
1895,47
1896,140
1897,140
1898,140
1899,140
1900,105
1901,140
1902,140
1903,140
1904,140
1905,140
1906,140
1907,140
1908,106
1909,23
1910,140
1911,140
1912,140
1913,140
1914,140
1915,23
1916,140
1917,140
1918,140
1919,140
1920,140
1921,140
1922,140
1923,140
1924,140
1925,47
1926,47
1927,47
1928,91
1929,93
1930,47
1931,140
1932,127
1933,47
1934,47
1935,74
1936,47
1937,47
1938,47
1939,146
1940,47
1941,140
1942,118
1943,130
1944,137
1945,78
1946,136
1947,138
1948,141
1949,118
1950,118
1951,110
1952,117
1953,53
1954,77
1955,83
1956,118
1957,95
1958,135
1959,89
1960,78
1961,100
1962,31
1963,140
1964,23
1965,98
1966,135
1967,65
1968,141
1969,74
1970,72
1971,108
1972,115
1973,94
1974,47
1975,74
1976,84
1977,47
1978,97
1979,135
1980,136
1981,47
1982,47
1983,103
1984,100
1985,136
1986,144
1987,47
1988,109
1989,82
1990,126
1991,137
1992,101
1993,75
1994,79
1995,77
1996,105
1997,86
1998,112
1999,111
2000,140
2001,93
2002,137
2003,133
2004,131
2005,140
2006,120
2007,136
2008,71
2009,136
2010,137
2011,101
2012,138
2013,81
2014,96
2015,124
2016,79
2017,102
2018,143
2019,68
2020,126
2021,47
2022,122
2023,47
2024,114
2025,47
2026,117
2027,47
2028,143
2029,106
2030,93
2031,47
2032,142
2033,128
2034,105
2035,133
2036,100
2037,98
2038,47
2039,117
2040,47
2041,47
2042,96
2043,47
2044,96
2045,148
2046,127
2047,47
2048,87
2049,91
2050,120
2051,78
2052,154
2053,47
2054,109
2055,126
2056,47
2057,122
2058,144
2059,47
2060,103
2061,47
2062,47
2063,105
2064,47
2065,47
2066,91
2067,47
2068,120
2069,141
2070,60
2071,53
2072,47
2073,47
2074,135
2075,125
2076,47
2077,117
2078,109
2079,140
2080,138
2081,128
2082,93
2083,133
2084,139
2085,138
2086,139
2087,132
2088,104
2089,138
2090,141
2091,124
2092,126
2093,141
2094,137
2095,138
2096,101
2097,23
2098,140
2099,140
2100,23
2101,62
2102,140
2103,95
2104,109
2105,140
2106,110
2107,140
2108,83
2109,139
2110,137
2111,119
2112,130
2113,47
2114,83
2115,116
2116,130
2117,146
2118,118
2119,111
2120,61
2121,134
2122,120
2123,131
2124,103
2125,23
2126,47
2127,128
2128,53
2129,103
2130,47
2131,47
2132,47
2133,85
2134,121
2135,47
2136,163
2137,143
2138,93
2139,140
2140,140
2141,140
2142,140
2143,140
2144,140
2145,140
2146,140
2147,140
2148,23
2149,140
2150,127
2151,140
2152,140
2153,140
2154,81
2155,140
2156,140
2157,140
2158,119
2159,47
2160,141
2161,113
2162,136
2163,105
2164,148
2165,129
2166,47
2167,98
2168,110
2169,73
2170,129
2171,132
2172,47
2173,122
2174,47
2175,47
2176,110
2177,114
2178,47
2179,47
2180,60
2181,47
2182,47
2183,47
2184,105
2185,115
2186,47
2187,140
2188,136
2189,139
2190,118
2191,138
2192,134
2193,136
2194,112
2195,129
2196,79
2197,118
2198,137
2199,77
2200,116
2201,85
2202,79
2203,138
2204,110
2205,118
2206,118
2207,141
2208,23
2209,127
2210,86
2211,140
2212,140
2213,140
2214,140
2215,118
2216,121
2217,89
2218,106
2219,84
2220,118
2221,118
2222,118
2223,120
2224,80
2225,111
2226,141
2227,75
2228,102
2229,162
2230,88
2231,162
2232,47
2233,110
2234,47
2235,156
2236,47
2237,105
2238,47
2239,89
2240,47
2241,47
2242,121
2243,107
2244,47
2245,94
2246,47
2247,122
2248,47
2249,47
2250,131
2251,59
2252,122
2253,47
2254,140
2255,135
2256,129
2257,127
2258,141
2259,130
2260,77
2261,132
2262,118
2263,141
2264,116
2265,140
2266,140
2267,140
2268,140
2269,140
2270,140
2271,140
2272,140
2273,140
2274,140
2275,140
2276,118
2277,113
2278,64
2279,139
2280,136
2281,137
2282,136
2283,138
2284,139
2285,128
2286,133
2287,138
2288,137
2289,81
2290,131
2291,134
2292,85
2293,141
2294,118
2295,94
2296,109
2297,47
2298,47
2299,47
2300,73
2301,47
2302,47
2303,47
2304,72
2305,47
2306,47
2307,47
2308,147
2309,47
2310,125
2311,85
2312,140
2313,140
2314,140
2315,140
2316,140
2317,140
2318,140
2319,140
2320,140
2321,140
2322,140
2323,79
2324,140
2325,140
2326,140
2327,140
2328,140
2329,122
2330,140
2331,100
2332,140
2333,140
2334,140
2335,140
2336,140
2337,140
2338,140
2339,140
2340,23
2341,140
2342,140
2343,140
2344,140
2345,140
2346,140
2347,47
2348,47
2349,143
2350,47
2351,155
2352,47
2353,47
2354,140
2355,140
2356,140
2357,140
2358,39
2359,140
2360,140
2361,140
2362,140
2363,140
2364,140
2365,61
2366,140
2367,140
2368,140
2369,140
2370,140
2371,140
2372,140
2373,140
2374,79
2375,140
2376,140
2377,140
2378,103
2379,140
2380,83
2381,140
2382,140
2383,140
2384,140
2385,140
2386,140
2387,152
2388,153
2389,138
2390,82
2391,82
2392,47
2393,116
2394,47
2395,88
2396,148
2397,153
2398,138
2399,47
2400,111
2401,47
2402,127
2403,110
2404,96
2405,152
2406,155
2407,154
2408,47
2409,74
2410,58
2411,111
2412,47
2413,78
2414,89
2415,140
2416,140
2417,140
2418,140
2419,140
2420,140
2421,140
2422,140
2423,140
2424,23
2425,140
2426,140
2427,140
2428,140
2429,140
2430,140
2431,140
2432,140
2433,140
2434,140
2435,140
2436,23
2437,140
2438,140
2439,23
2440,23
2441,140
2442,140
2443,71
2444,102
2445,140
2446,140
2447,23
2448,140
2449,140
2450,140
2451,140
2452,140
2453,140
2454,140
2455,47
2456,113
2457,47
2458,121
2459,47
2460,121
2461,47
2462,110
2463,146
2464,79
2465,112
2466,133
2467,120
2468,47
2469,159
2470,69
2471,123
2472,80
2473,114
2474,47
2475,106
2476,112
2477,87
2478,119
2479,137
2480,47
2481,107
2482,67
2483,23
2484,140
2485,140
2486,140
2487,23
2488,140
2489,23
2490,23
2491,140
2492,140
2493,140
2494,140
2495,140
2496,140
2497,140
2498,23
2499,140
2500,140
2501,140
2502,140
2503,140
2504,140
2505,140
2506,140
2507,140
2508,140
2509,23
2510,63
2511,140
2512,140
2513,140
2514,140
2515,140
2516,140
2517,23
2518,31
2519,140
2520,23
2521,140
2522,140
2523,23
2524,140
2525,140
2526,109
2527,107
2528,47
2529,97
2530,94
2531,127
2532,157
2533,75
2534,47
2535,91
2536,160
2537,47
2538,87
2539,47
2540,47
2541,47
2542,131
2543,47
2544,47
2545,47
2546,113
2547,47
2548,89
2549,160
2550,47
2551,98
2552,154
2553,109
2554,23
2555,140
2556,57
2557,140
2558,140
2559,140
2560,138
2561,140
2562,140
2563,140
2564,140
2565,140
2566,140
2567,140
2568,140
2569,140
2570,140
2571,72
2572,23
2573,140
2574,140
2575,140
2576,140
2577,140
2578,140
2579,123
2580,140
2581,140
2582,140
2583,140
2584,23
2585,140
2586,140
2587,23
2588,140
2589,140
2590,92
2591,60
2592,117
2593,89
2594,107
2595,110
2596,47
2597,103
2598,82
2599,104
2600,124
2601,119
2602,47
2603,99
2604,47
2605,47
2606,90
2607,105
2608,47
2609,101
2610,107
2611,47
2612,98
2613,47
2614,47
2615,97
2616,47
2617,23
2618,122
2619,118
2620,100
2621,92
2622,118
2623,106
2624,98
2625,95
2626,74
2627,139
2628,137
2629,139
2630,136
2631,124
2632,103
2633,118
2634,55
2635,79
2636,118
2637,140
2638,23
2639,140
2640,140
2641,140
2642,140
2643,140
2644,140
2645,140
2646,140
2647,140
2648,140
2649,140
2650,140
2651,140
2652,23
2653,116
2654,134
2655,133
2656,139
2657,132
2658,141
2659,133
2660,141
2661,139
2662,118
2663,100
2664,23
2665,141
2666,69
2667,116
2668,47
2669,107
2670,47
2671,47
2672,47
2673,133
2674,47
2675,98
2676,47
2677,47
2678,86
2679,138
2680,47
2681,47
2682,47
2683,47
2684,47
2685,110
2686,47
2687,23
2688,138
2689,140
2690,140
2691,140
2692,140
2693,140
2694,140
2695,140
2696,140
2697,140
2698,140
2699,140
2700,140
2701,140
2702,140
2703,140
2704,140
2705,140
2706,140
2707,140
2708,140
2709,23
2710,140
2711,140
2712,138
2713,136
2714,140
2715,140
2716,140
2717,140
2718,111
2719,106
2720,125
2721,122
2722,143
2723,104
2724,92
2725,65
2726,149
2727,93
2728,100
2729,47
2730,47
2731,114
2732,47
2733,47
2734,82
2735,121
2736,121
2737,135
2738,140
2739,140
2740,23
2741,140
2742,140
2743,140
2744,140
2745,23
2746,140
2747,140
2748,140
2749,140
2750,140
2751,140
2752,140
2753,105
2754,140
2755,140
2756,140
2757,140
2758,91
2759,89
2760,140
2761,140
2762,23
2763,140
2764,140
2765,140
2766,140
2767,140
2768,140
2769,91
2770,140
2771,140
2772,121
2773,140
2774,47
2775,96
2776,103
2777,118
2778,149
2779,47
2780,111
2781,148
2782,120
2783,47
2784,146
2785,124
2786,47
2787,104
2788,47
2789,47
2790,100
2791,127
2792,78
2793,70
2794,67
2795,142
2796,47
2797,47
2798,47
2799,47
2800,140
2801,64
2802,138
2803,130
2804,106
2805,114
2806,110
2807,130
2808,83
2809,23
2810,95
2811,140
2812,140
2813,140
2814,140
2815,140
2816,115
2817,23
2818,81
2819,106
2820,118
2821,137
2822,89
2823,109
2824,99
2825,104
2826,132
2827,57
2828,137
2829,88
2830,86
2831,85
2832,87
2833,47
2834,151
2835,47
2836,123
2837,114
2838,47
2839,47
2840,122
2841,47
2842,135
2843,119
2844,47
2845,112
2846,148
2847,47
2848,155
2849,47
2850,47
2851,47
2852,110
2853,126
2854,110
2855,134
2856,47
2857,149
2858,94
2859,60
2860,47
2861,96
2862,114
2863,138
2864,94
2865,141
2866,74
2867,67
2868,137
2869,83
2870,118
2871,94
2872,140
2873,140
2874,140
2875,140
2876,140
2877,140
2878,140
2879,140
2880,140
2881,140
2882,140
2883,23
2884,140
2885,117
2886,123
2887,137
2888,138
2889,133
2890,128
2891,135
2892,137
2893,139
2894,138
2895,127
2896,138
2897,139
2898,140
2899,118
2900,141
2901,135
2902,138
2903,140
2904,107
2905,126
2906,47
2907,119
2908,36
2909,47
2910,116
2911,47
2912,109
2913,47
2914,88
2915,47
2916,80
2917,47
2918,115
2919,47
2920,47
2921,47
2922,47
2923,109
2924,47
2925,47
2926,47
2927,47
2928,120
2929,47
2930,80
2931,47
2932,73
2933,122
2934,47
2935,47
2936,90
2937,81
2938,135
2939,113
2940,47
2941,140
2942,140
2943,109
2944,140
2945,23
2946,140
2947,140
2948,140
2949,140
2950,140
2951,140
2952,140
2953,140
2954,140
2955,118
2956,140
2957,140
2958,140
2959,121
2960,140
2961,140
2962,140
2963,140
2964,140
2965,140
2966,140
2967,140
2968,140
2969,140
2970,140
2971,140
2972,140
2973,140
2974,140
2975,140
2976,140
2977,57
2978,140
2979,152
2980,110
2981,47
2982,55
2983,47
2984,99
2985,100
2986,47
2987,79
2988,64
2989,121
2990,47
2991,151
2992,116
2993,47
2994,47
2995,157
2996,47
