,word_count
78256,23
78257,21
78258,17
78259,18
78260,21
78261,14
78262,22
78263,26
78264,21
78265,26
78266,21
78267,20
78268,27
78269,21
78270,20
78271,19
78272,20
78273,21
78274,19
78275,17
78276,24
78277,22
78278,23
78279,21
78280,24
78281,20
78282,18
78283,22
78284,22
78285,21
78286,20
78287,24
78288,23
78289,20
78290,21
78291,23
78292,20
78293,19
78294,18
78295,21
78296,18
78297,21
78298,21
78299,20
78300,16
78301,18
78302,22
78303,21
78304,22
78305,21
78306,18
78307,20
78308,19
78309,23
78310,22
78311,21
78312,18
78313,19
78314,22
78315,18
78316,20
78317,20
78318,18
78319,21
78320,26
78321,23
78322,24
78323,26
78324,17
78325,23
78326,16
78327,20
78328,22
78329,26
78330,21
78331,20
78332,19
78333,22
78334,23
78335,16
78336,20
78337,21
78338,18
78339,19
78340,18
78341,17
78342,26
78343,24
78344,24
78345,25
78346,24
78347,23
78348,23
78349,25
78350,18
78351,19
78352,23
78353,17
78354,19
78355,25
78356,24
78357,20
78358,21
78359,19
78360,22
78361,19
78362,20
78363,23
78364,18
78365,20
78366,23
78367,20
78368,21
78369,22
78370,27
78371,21
78372,19
78373,17
78374,22
78375,24
78376,19
78377,26
78378,21
78379,21
78380,19
78381,19
78382,20
78383,19
78384,19
78385,22
78386,17
78387,20
78388,22
78389,24
78390,21
78391,18
78392,24
78393,21
78394,21
78395,19
78396,21
78397,19
78398,20
78399,23
78400,19
78401,25
78402,21
78403,23
78404,24
78405,19
78406,22
78407,19
78408,21
78409,18
78410,21
78411,19
78412,18
78413,19
78414,20
78415,23
78416,20
78417,21
78418,19
78419,23
78420,20
78421,18
78422,19
78423,22
78424,17
78425,22
78426,20
78427,18
78428,21
78429,20
78430,19
78431,19
78432,19
78433,20
78434,19
78435,19
78436,20
78437,22
78438,21
78439,21
78440,22
78441,23
78442,20
78443,22
78444,22
78445,22
78446,22
78447,22
78448,22
78449,23
78450,20
78451,25
78452,21
78453,22
78454,21
78455,26
78456,21
78457,22
78458,21
78459,23
78460,21
78461,21
78462,24
78463,23
78464,25
78465,18
78466,22
78467,21
78468,21
78469,23
78470,21
78471,19
78472,22
78473,20
78474,20
78475,23
78476,20
78477,24
78478,25
78479,20
78480,22
78481,22
78482,16
78483,20
78484,23
78485,23
78486,19
78487,22
78488,19
78489,25
78490,22
78491,20
78492,22
78493,20
78494,22
78495,22
78496,23
78497,22
78498,23
78499,18
78500,29
78501,17
78502,22
78503,16
78504,18
78505,17
78506,26
78507,17
78508,20
78509,18
78510,23
78511,22
78512,17
78513,21
78514,20
78515,23
78516,23
78517,20
78518,16
78519,23
78520,22
78521,21
78522,20
78523,16
78524,18
78525,21
78526,22
78527,20
78528,25
78529,22
78530,17
78531,21
78532,24
78533,21
78534,18
78535,22
78536,18
78537,22
78538,21
78539,23
78540,24
78541,23
78542,22
78543,24
78544,22
78545,25
78546,27
78547,22
78548,18
78549,21
78550,22
78551,20
78552,24
78553,24
78554,25
78555,16
78556,23
78557,26
78558,25
78559,5
78560,21
78561,23
78562,27
78563,22
78564,20
78565,24
78566,24
78567,5
78568,23
78569,14
78570,25
78571,23
78572,25
78573,13
78574,14
78575,16
78576,27
78577,20
78578,27
78579,11
78580,23
78581,22
78582,27
78583,20
78584,25
78585,25
78586,29
78587,25
78588,20
78589,25
78590,22
78591,21
78592,22
78593,20
78594,25
78595,18
78596,26
78597,27
78598,25
78599,19
78600,10
78601,19
78602,29
78603,26
78604,10
78605,27
78606,24
78607,27
78608,30
78609,16
78610,19
78611,26
78612,18
78613,20
78614,20
78615,17
78616,25
78617,22
78618,21
78619,21
78620,24
78621,21
78622,20
78623,22
78624,23
78625,19
78626,30
78627,28
78628,25
78629,28
78630,21
78631,28
78632,25
78633,20
78634,17
78635,28
78636,23
78637,17
78638,19
78639,27
78640,21
78641,22
78642,25
78643,23
78644,26
78645,22
78646,25
78647,14
78648,6
78649,4
78650,21
78651,22
78652,22
78653,20
78654,8
78655,19
78656,23
78657,23
78658,21
78659,11
78660,19
78661,15
78662,11
78663,27
78664,9
78665,17
78666,27
78667,18
78668,26
78669,28
78670,20
78671,18
78672,23
78673,18
78674,21
78675,27
78676,23
78677,26
78678,18
78679,19
78680,17
78681,21
78682,20
78683,26
78684,23
78685,19
78686,23
78687,22
78688,24
78689,22
78690,22
78691,20
78692,23
78693,19
78694,21
78695,27
78696,7
78697,22
78698,16
78699,18
78700,17
78701,23
78702,26
78703,19
78704,26
78705,25
78706,17
78707,21
78708,15
78709,22
78710,24
78711,27
78712,8
78713,23
78714,20
78715,13
78716,13
78717,27
78718,29
78719,19
78720,22
78721,26
78722,14
78723,29
78724,22
78725,28
78726,24
78727,27
78728,23
78729,5
78730,21
78731,23
78732,25
78733,20
78734,21
78735,13
78736,24
78737,13
78738,22
78739,24
78740,26
78741,17
78742,27
78743,13
78744,18
78745,22
78746,26
78747,28
78748,26
78749,19
78750,24
78751,23
78752,21
78753,19
78754,19
78755,23
78756,23
78757,24
78758,19
78759,23
78760,20
78761,22
78762,20
78763,19
78764,20
78765,23
78766,23
78767,23
78768,22
78769,24
78770,25
78771,30
78772,25
78773,7
78774,21
78775,24
78776,16
78777,26
78778,23
78779,21
78780,26
78781,28
78782,22
78783,20
78784,24
78785,26
78786,23
78787,21
78788,24
78789,22
78790,27
78791,21
78792,23
78793,28
78794,22
78795,20
78796,22
78797,28
78798,27
78799,21
78800,21
78801,20
78802,28
78803,22
78804,26
78805,20
78806,21
78807,20
78808,22
78809,21
78810,22
78811,21
78812,26
78813,20
78814,24
78815,17
78816,18
78817,32
78818,22
78819,22
78820,24
78821,18
78822,18
78823,19
78824,16
78825,17
78826,21
78827,24
78828,21
78829,23
78830,19
78831,19
78832,19
78833,22
78834,24
78835,17
78836,24
78837,27
78838,21
78839,8
78840,26
78841,26
78842,13
78843,19
78844,25
78845,23
78846,26
78847,21
78848,9
78849,22
78850,24
78851,18
78852,19
78853,16
78854,22
78855,25
78856,18
78857,20
78858,18
78859,22
78860,20
78861,18
78862,21
78863,18
78864,23
78865,19
78866,17
78867,21
78868,19
78869,27
78870,19
78871,21
78872,29
78873,19
78874,25
78875,19
78876,21
78877,23
78878,22
78879,23
78880,21
78881,17
78882,23
78883,23
78884,17
78885,24
78886,21
78887,22
78888,27
78889,21
78890,24
78891,23
78892,22
78893,19
78894,23
78895,21
78896,22
78897,23
78898,22
78899,27
78900,20
78901,12
78902,12
78903,24
78904,30
78905,31
78906,28
78907,14
78908,24
78909,11
78910,11
78911,10
78912,11
78913,27
78914,29
78915,27
78916,24
78917,26
78918,22
78919,23
78920,18
78921,24
78922,22
78923,22
78924,24
78925,21
78926,20
78927,22
78928,19
78929,19
78930,23
78931,21
78932,19
78933,14
78934,22
78935,26
78936,23
78937,22
78938,27
78939,21
78940,19
78941,16
78942,30
78943,27
78944,20
78945,24
78946,21
78947,9
78948,13
78949,26
78950,21
78951,19
78952,13
78953,9
78954,26
78955,14
78956,20
78957,26
78958,20
78959,25
78960,23
78961,21
78962,22
78963,19
78964,8
78965,24
78966,23
78967,4
78968,27
78969,18
78970,20
78971,27
78972,7
78973,29
78974,23
78975,12
78976,16
78977,24
78978,12
78979,16
78980,21
78981,14
78982,19
78983,21
78984,21
78985,25
78986,20
78987,20
78988,22
78989,25
78990,24
78991,20
78992,3
78993,18
78994,21
78995,26
78996,23
78997,20
78998,22
78999,19
79000,26
79001,22
79002,19
79003,22
79004,20
79005,9
79006,21
79007,21
79008,27
79009,33
79010,22
79011,21
79012,24
79013,21
79014,21
79015,4
79016,27
79017,25
79018,20
79019,23
79020,16
79021,25
79022,21
79023,23
79024,23
79025,22
79026,22
79027,21
79028,18
79029,18
79030,21
79031,18
79032,23
79033,24
79034,21
79035,21
79036,23
79037,21
79038,23
79039,18
79040,19
79041,21
79042,20
79043,20
79044,20
79045,20
79046,23
79047,21
79048,28
79049,15
79050,18
79051,20
79052,17
79053,19
79054,22
79055,20
79056,21
79057,24
79058,25
79059,20
79060,25
79061,17
79062,20
79063,20
79064,23
79065,23
79066,17
79067,23
79068,24
79069,27
79070,27
79071,26
79072,19
79073,12
79074,24
79075,22
79076,21
79077,25
79078,24
79079,28
79080,13
79081,9
79082,18
79083,25
79084,23
79085,19
79086,20
79087,20
79088,17
79089,22
79090,24
79091,19
79092,22
79093,19
79094,23
79095,17
79096,23
79097,25
79098,18
79099,19
79100,23
79101,20
79102,21
79103,20
79104,17
79105,18
79106,22
79107,18
79108,21
79109,18
79110,11
79111,18
79112,18
79113,17
79114,19
79115,20
79116,14
79117,14
79118,15
79119,16
79120,16
79121,15
79122,13
79123,12
79124,16
79125,13
79126,14
79127,12
79128,13
79129,23
79130,22
79131,24
79132,20
79133,21
79134,23
79135,27
79136,23
79137,21
79138,12
79139,12
79140,12
79141,12
79142,12
79143,22
79144,22
79145,24
79146,18
79147,19
79148,18
79149,18
79150,26
79151,19
79152,27
79153,22
79154,20
79155,22
79156,20
79157,19
79158,20
79159,24
79160,22
79161,27
79162,24
79163,21
79164,22
79165,22
79166,12
79167,12
79168,12
79169,23
79170,20
79171,26
79172,23
79173,23
79174,19
79175,26
79176,17
79177,23
79178,22
79179,21
79180,25
79181,24
79182,24
79183,22
79184,21
79185,22
79186,11
79187,14
79188,26
79189,22
79190,19
79191,20
79192,21
79193,21
79194,24
79195,27
79196,25
79197,21
79198,20
79199,21
79200,21
79201,20
79202,22
79203,22
79204,25
79205,18
79206,21
79207,20
79208,21
79209,25
79210,22
79211,25
79212,23
79213,20
79214,24
79215,19
79216,19
79217,18
79218,21
79219,8
79220,19
79221,18
79222,21
79223,19
79224,18
79225,24
79226,20
79227,18
79228,21
79229,22
79230,19
79231,26
79232,26
79233,27
79234,22
79235,23
79236,31
79237,29
79238,10
79239,23
79240,10
79241,13
79242,10
79243,30
79244,20
79245,24
79246,10
79247,14
79248,28
79249,12
79250,30
79251,25
79252,24
79253,20
79254,23
79255,19
79256,26
79257,13
79258,24
79259,27
79260,31
79261,10
79262,10
79263,11
79264,24
79265,23
79266,19
79267,22
79268,28
79269,21
79270,22
79271,21
79272,22
79273,19
79274,22
79275,22
79276,22
79277,20
79278,23
79279,18
79280,23
79281,21
79282,20
79283,8
79284,10
79285,17
79286,21
79287,22
79288,16
79289,33
79290,25
79291,25
79292,27
79293,23
79294,26
79295,21
79296,25
79297,30
79298,13
79299,21
79300,21
79301,18
79302,17
79303,10
79304,22
79305,13
79306,16
79307,22
79308,8
79309,5
79310,23
79311,14
79312,13
79313,13
79314,8
79315,14
79316,18
79317,13
79318,18
79319,15
79320,19
79321,14
79322,12
79323,8
79324,17
79325,16
79326,16
79327,15
79328,16
79329,13
79330,18
79331,23
79332,12
79333,18
79334,19
79335,11
79336,19
79337,15
79338,18
79339,16
79340,18
79341,14
79342,12
79343,18
79344,14
79345,13
79346,16
79347,16
79348,21
79349,14
79350,12
79351,15
79352,18
79353,17
79354,16
79355,14
79356,15
79357,16
79358,14
79359,15
79360,13
79361,12
79362,6
79363,12
79364,13
79365,17
79366,15
79367,18
79368,29
79369,14
79370,12
79371,17
79372,15
79373,16
79374,17
79375,11
79376,17
79377,16
79378,15
79379,14
79380,15
79381,18
79382,16
79383,17
79384,21
79385,11
79386,6
79387,13
79388,17
79389,13
79390,20
79391,12
79392,20
79393,11
79394,13
79395,12
79396,19
79397,12
79398,14
79399,17
79400,10
79401,11
79402,19
79403,14
79404,16
79405,14
79406,22
79407,14
79408,24
79409,10
79410,14
79411,18
79412,14
79413,17
79414,17
79415,21
79416,14
79417,25
79418,6
79419,16
79420,21
79421,16
79422,14
79423,14
79424,20
79425,17
79426,14
79427,14
79428,6
79429,18
79430,12
79431,14
79432,14
79433,13
79434,15
79435,17
79436,7
79437,16
79438,14
79439,16
79440,19
79441,16
79442,14
79443,15
79444,18
79445,16
79446,5
79447,18
79448,17
79449,9
79450,21
79451,19
79452,16
79453,12
79454,11
79455,19
79456,15
79457,14
79458,15
79459,15
79460,16
79461,11
79462,20
79463,16
79464,11
79465,18
79466,18
79467,13
79468,13
79469,18
79470,16
79471,21
79472,17
79473,17
79474,17
79475,20
79476,9
79477,16
79478,18
79479,15
79480,16
79481,13
79482,16
79483,18
79484,18
79485,16
79486,20
79487,12
79488,12
79489,18
79490,15
79491,19
79492,24
79493,11
79494,15
79495,11
79496,19
79497,12
79498,17
79499,10
79500,17
79501,17
79502,14
79503,13
79504,27
79505,15
79506,13
79507,16
79508,15
79509,9
79510,7
79511,12
79512,15
79513,14
79514,15
79515,10
79516,16
79517,11
79518,15
79519,16
79520,11
79521,10
79522,10
79523,15
79524,15
79525,11
79526,14
79527,9
79528,22
79529,19
79530,13
79531,17
79532,19
79533,17
79534,11
79535,11
79536,10
79537,14
79538,13
79539,14
79540,18
79541,18
79542,12
79543,18
79544,11
79545,20
79546,14
79547,15
79548,12
79549,22
79550,14
79551,17
79552,17
79553,16
79554,9
79555,20
79556,16
79557,18
79558,15
79559,33
79560,17
79561,14
79562,12
79563,20
79564,13
79565,21
79566,10
79567,15
79568,13
79569,13
79570,8
79571,19
79572,16
79573,18
79574,11
79575,17
79576,16
79577,15
79578,13
79579,12
79580,13
79581,14
79582,14
79583,9
79584,15
79585,16
79586,18
79587,9
79588,13
79589,16
79590,19
79591,17
79592,11
79593,17
79594,18
79595,14
79596,15
79597,18
79598,17
79599,15
79600,8
79601,13
79602,22
79603,19
79604,16
79605,18
79606,10
79607,13
79608,13
79609,13
79610,13
79611,18
79612,7
79613,19
79614,12
79615,15
79616,16
79617,10
79618,15
79619,14
79620,12
79621,29
79622,21
79623,17
79624,21
79625,18
79626,15
79627,15
79628,15
79629,20
79630,16
79631,6
79632,9
79633,22
79634,10
79635,18
79636,13
79637,15
79638,17
79639,8
79640,22
79641,12
79642,13
79643,15
79644,15
79645,9
79646,3
79647,12
79648,8
79649,14
79650,20
79651,18
79652,15
79653,12
79654,13
79655,14
79656,12
79657,16
79658,17
79659,13
79660,14
79661,14
79662,23
79663,10
79664,9
79665,19
79666,19
79667,11
79668,4
79669,12
79670,14
79671,13
79672,14
79673,12
79674,13
79675,13
79676,14
79677,23
79678,9
79679,22
79680,14
79681,13
79682,8
79683,12
79684,16
79685,20
79686,14
79687,20
79688,11
79689,12
79690,18
79691,14
79692,10
79693,16
79694,14
79695,7
79696,14
79697,15
79698,12
79699,11
79700,10
79701,11
79702,17
79703,22
79704,14
79705,13
79706,11
79707,20
79708,14
79709,16
79710,18
79711,19
79712,11
79713,13
79714,9
79715,14
79716,13
79717,17
79718,11
79719,12
79720,12
79721,9
79722,14
79723,17
79724,14
79725,14
79726,16
79727,10
79728,9
79729,15
79730,15
79731,19
79732,12
79733,12
79734,17
79735,18
79736,20
79737,16
79738,15
79739,15
79740,12
79741,11
79742,13
79743,14
79744,13
79745,22
79746,9
79747,20
79748,11
79749,12
79750,13
79751,17
79752,16
79753,12
79754,18
79755,14
79756,28
79757,20
79758,19
79759,15
79760,4
79761,17
79762,14
79763,12
79764,17
79765,24
79766,18
79767,9
79768,12
79769,10
79770,17
79771,17
79772,15
79773,10
79774,15
79775,12
79776,16
79777,13
79778,19
79779,19
79780,12
79781,11
79782,11
79783,18
79784,10
79785,17
79786,9
79787,12
79788,13
79789,9
79790,16
79791,6
79792,11
79793,15
79794,11
79795,17
79796,10
79797,14
79798,15
79799,15
79800,15
79801,17
79802,17
79803,11
79804,11
79805,21
79806,15
79807,14
79808,16
79809,13
79810,20
79811,19
79812,13
79813,21
79814,12
79815,18
79816,16
79817,11
79818,12
79819,16
79820,16
79821,10
79822,17
79823,17
79824,16
79825,12
79826,12
79827,10
79828,17
79829,12
79830,14
79831,21
79832,19
79833,21
79834,12
79835,15
79836,15
79837,12
79838,10
79839,14
79840,22
79841,12
79842,15
79843,16
79844,15
79845,18
79846,14
79847,15
79848,12
79849,12
79850,17
79851,13
79852,18
79853,17
79854,17
79855,12
79856,14
79857,9
79858,15
79859,14
79860,15
79861,8
79862,11
79863,17
79864,19
79865,14
79866,21
79867,13
79868,11
79869,11
79870,14
79871,16
79872,14
79873,7
79874,17
79875,14
79876,12
79877,24
79878,14
79879,19
79880,13
79881,18
79882,14
79883,15
79884,14
79885,12
79886,16
79887,9
79888,10
79889,10
79890,6
79891,8
79892,13
79893,12
79894,23
79895,12
79896,14
79897,11
79898,9
79899,16
79900,19
79901,14
79902,10
79903,13
79904,17
79905,14
79906,17
79907,12
79908,16
79909,17
79910,12
79911,16
79912,13
79913,14
79914,15
79915,13
79916,20
79917,11
79918,22
79919,15
79920,15
79921,15
79922,13
79923,8
79924,17
79925,19
79926,20
79927,7
79928,11
79929,16
79930,11
79931,14
79932,24
79933,19
79934,11
79935,18
79936,15
79937,12
79938,20
79939,20
79940,12
79941,9
79942,19
79943,13
79944,15
79945,12
79946,24
79947,18
79948,17
79949,14
79950,17
79951,19
79952,21
79953,8
79954,15
79955,20
79956,10
79957,14
79958,14
79959,18
79960,15
79961,17
79962,13
79963,17
79964,14
79965,14
79966,23
79967,11
79968,22
79969,13
79970,14
79971,18
79972,14
79973,12
79974,13
79975,17
79976,13
79977,17
79978,13
79979,11
79980,22
79981,19
79982,9
79983,15
79984,18
79985,15
79986,11
79987,19
79988,18
79989,17
79990,15
79991,17
79992,18
79993,21
79994,24
79995,16
79996,10
79997,13
79998,18
79999,16
80000,12
80001,10
80002,16
80003,13
80004,19
80005,13
80006,16
80007,19
80008,13
80009,15
80010,14
80011,4
80012,15
80013,17
80014,15
80015,10
80016,16
80017,18
80018,17
80019,15
80020,18
80021,13
80022,6
80023,12
80024,17
80025,19
80026,12
80027,21
80028,19
80029,24
80030,10
80031,11
80032,14
80033,14
80034,12
80035,15
80036,14
80037,20
80038,12
80039,17
80040,16
80041,15
80042,13
80043,18
80044,12
80045,17
80046,13
80047,11
80048,16
80049,16
80050,15
80051,18
80052,13
80053,17
80054,17
80055,17
80056,17
80057,16
80058,13
80059,14
80060,14
80061,18
80062,15
80063,6
80064,15
80065,12
80066,16
80067,10
80068,17
80069,19
80070,16
80071,15
80072,21
80073,20
80074,12
80075,15
80076,13
80077,7
80078,5
80079,22
80080,14
80081,19
80082,17
80083,13
80084,10
80085,20
80086,12
80087,13
80088,14
80089,15
80090,13
80091,16
80092,19
80093,17
80094,13
80095,10
80096,12
80097,16
80098,11
80099,16
80100,15
80101,17
80102,13
80103,15
80104,19
80105,12
80106,14
80107,14
80108,18
80109,23
80110,14
80111,23
80112,21
80113,8
80114,10
80115,15
80116,19
80117,18
80118,26
80119,13
80120,13
80121,16
80122,21
80123,14
80124,15
80125,16
80126,11
80127,16
80128,24
80129,16
80130,11
80131,15
80132,19
80133,14
80134,15
80135,8
80136,9
80137,6
80138,20
80139,17
80140,14
80141,13
80142,9
80143,19
80144,23
80145,16
80146,15
80147,14
80148,13
80149,18
80150,21
80151,17
80152,17
80153,13
80154,15
80155,9
80156,11
80157,16
80158,22
80159,18
80160,11
80161,9
80162,20
80163,15
80164,13
80165,13
80166,18
80167,16
80168,15
80169,17
80170,23
80171,15
80172,9
80173,14
80174,16
80175,11
80176,15
80177,21
80178,21
80179,13
80180,14
80181,24
80182,19
80183,16
80184,19
80185,12
80186,15
80187,15
80188,23
80189,16
80190,13
80191,14
80192,23
80193,17
80194,14
80195,12
80196,15
80197,24
80198,12
80199,16
80200,13
80201,13
80202,11
80203,15
80204,16
80205,11
80206,15
80207,5
80208,11
80209,12
80210,15
80211,16
80212,18
80213,12
80214,10
80215,11
80216,10
80217,10
80218,14
80219,13
80220,17
80221,16
80222,14
80223,12
80224,16
80225,14
80226,11
80227,15
80228,13
80229,15
80230,19
80231,16
80232,14
80233,21
80234,13
80235,20
80236,13
80237,21
80238,12
80239,18
80240,13
80241,11
80242,12
80243,11
80244,18
80245,16
80246,12
80247,14
80248,11
80249,13
80250,14
80251,22
80252,16
80253,7
80254,10
80255,13
80256,10
80257,16
80258,16
80259,16
80260,16
80261,20
80262,11
80263,6
80264,20
80265,11
80266,10
80267,19
80268,12
80269,14
80270,10
80271,15
80272,19
80273,10
80274,19
80275,20
80276,16
80277,13
80278,17
80279,17
80280,15
80281,15
80282,25
80283,17
80284,13
80285,14
80286,16
80287,10
80288,10
80289,15
80290,19
80291,12
80292,10
80293,12
80294,16
80295,12
80296,13
80297,14
80298,15
80299,11
80300,13
80301,11
80302,15
80303,12
80304,18
80305,15
80306,14
80307,17
80308,16
80309,13
80310,13
80311,13
80312,22
80313,13
80314,15
80315,13
80316,13
80317,19
80318,13
80319,13
80320,15
80321,11
80322,15
80323,10
80324,14
80325,13
80326,14
80327,12
80328,19
80329,18
80330,14
80331,17
80332,16
80333,20
80334,15
80335,12
80336,18
80337,14
80338,11
80339,10
80340,17
80341,12
80342,18
80343,20
80344,20
80345,19
80346,12
80347,10
80348,11
80349,10
80350,12
80351,14
80352,13
80353,9
80354,25
80355,14
80356,15
80357,16
80358,16
80359,19
80360,12
80361,20
80362,16
80363,16
80364,18
80365,16
80366,19
80367,16
80368,19
80369,17
80370,18
80371,10
80372,12
80373,17
80374,17
80375,16
80376,4
80377,21
80378,18
80379,13
80380,14
80381,13
80382,15
80383,15
80384,10
80385,19
80386,13
80387,11
80388,13
80389,10
80390,14
80391,20
80392,14
80393,15
80394,14
80395,20
80396,20
80397,8
80398,17
80399,20
80400,16
80401,13
80402,13
80403,6
80404,16
80405,15
80406,15
80407,17
80408,14
80409,10
80410,16
80411,24
80412,13
80413,6
80414,18
80415,8
80416,17
80417,12
80418,16
80419,11
80420,17
80421,15
80422,22
80423,18
80424,22
80425,16
80426,18
80427,14
80428,19
80429,21
80430,14
80431,18
80432,17
80433,13
80434,12
80435,11
80436,11
80437,12
80438,15
80439,11
80440,10
80441,10
80442,12
80443,13
80444,12
80445,17
80446,11
80447,17
80448,26
80449,14
80450,25
80451,11
80452,18
80453,11
80454,17
80455,8
80456,14
80457,17
80458,18
80459,10
80460,23
80461,12
80462,12
80463,20
80464,20
80465,16
80466,23
80467,13
80468,16
80469,14
80470,21
80471,11
80472,14
80473,10
80474,13
80475,11
80476,18
80477,14
80478,14
80479,16
80480,15
80481,12
80482,11
80483,11
80484,13
80485,14
80486,19
80487,14
80488,13
80489,12
80490,14
80491,20
80492,12
80493,14
80494,14
80495,11
80496,14
80497,6
80498,23
80499,20
80500,13
80501,12
80502,15
80503,16
80504,13
80505,13
80506,15
80507,16
80508,13
80509,16
80510,12
80511,13
80512,14
80513,16
80514,15
80515,10
80516,16
80517,19
80518,13
80519,19
80520,15
80521,18
80522,19
80523,10
80524,19
80525,15
80526,10
80527,12
80528,15
80529,13
80530,15
80531,13
80532,14
80533,11
80534,11
80535,15
80536,13
80537,10
80538,17
80539,13
80540,16
80541,17
80542,17
80543,20
80544,10
80545,20
80546,19
80547,14
80548,23
80549,24
80550,15
80551,13
80552,16
80553,10
80554,14
80555,20
80556,16
80557,16
80558,16
80559,16
80560,16
80561,16
80562,14
80563,18
80564,8
80565,16
80566,17
80567,15
80568,15
80569,11
80570,18
80571,20
80572,10
80573,29
80574,10
80575,11
80576,17
80577,11
80578,10
80579,8
80580,15
80581,12
80582,10
80583,24
80584,17
80585,12
80586,15
80587,19
80588,10
80589,20
80590,19
80591,16
80592,16
80593,13
80594,18
80595,18
80596,17
80597,18
80598,20
80599,16
80600,14
80601,11
80602,19
80603,13
80604,13
80605,15
80606,21
80607,21
80608,11
80609,14
80610,10
80611,15
80612,19
80613,24
80614,19
80615,20
80616,17
80617,11
80618,14
80619,11
80620,18
80621,15
80622,14
80623,16
80624,14
80625,11
80626,15
80627,11
80628,12
80629,9
80630,10
80631,17
80632,13
80633,17
80634,14
80635,13
80636,22
80637,18
80638,14
80639,16
80640,13
80641,12
80642,10
80643,17
80644,18
80645,17
80646,17
80647,20
80648,21
80649,9
80650,20
80651,21
80652,9
80653,15
80654,20
80655,13
80656,21
80657,14
80658,7
80659,16
80660,16
80661,14
80662,13
80663,14
80664,17
80665,11
80666,18
80667,3
80668,24
80669,15
80670,21
80671,13
80672,12
80673,21
80674,11
80675,14
80676,18
80677,18
80678,19
80679,18
80680,20
80681,17
80682,23
80683,14
80684,15
80685,17
80686,17
80687,17
80688,16
80689,13
80690,13
80691,12
80692,13
80693,15
80694,17
80695,14
80696,14
80697,10
80698,16
80699,15
80700,18
80701,13
80702,15
80703,9
80704,18
80705,22
80706,10
80707,13
80708,15
80709,13
80710,15
80711,14
80712,27
80713,9
80714,20
80715,11
80716,11
80717,14
80718,14
80719,12
80720,10
80721,23
80722,14
80723,12
80724,8
80725,14
80726,17
80727,12
80728,14
80729,11
80730,16
80731,13
80732,15
80733,12
80734,15
80735,10
80736,10
80737,18
80738,12
80739,14
80740,14
80741,11
80742,8
80743,15
80744,8
80745,6
80746,16
80747,15
80748,13
80749,14
80750,10
80751,8
80752,14
80753,12
80754,13
80755,10
80756,12
80757,19
80758,14
80759,14
80760,15
80761,15
80762,12
80763,13
80764,11
80765,12
80766,18
80767,11
80768,12
80769,14
80770,9
80771,14
80772,10
80773,19
80774,15
80775,17
80776,18
80777,15
80778,20
80779,14
80780,13
80781,10
80782,11
80783,10
80784,19
80785,10
80786,14
80787,14
80788,10
80789,11
80790,11
80791,17
80792,17
80793,12
80794,22
80795,16
80796,16
80797,19
80798,17
80799,18
80800,11
80801,14
80802,9
80803,12
80804,10
80805,15
80806,12
80807,13
80808,13
80809,14
80810,20
80811,13
80812,12
80813,18
80814,9
80815,13
80816,14
80817,17
80818,15
80819,10
80820,10
80821,16
80822,17
80823,20
80824,13
80825,10
80826,14
80827,17
80828,17
80829,17
80830,16
80831,14
80832,12
80833,7
80834,11
80835,16
80836,20
80837,10
80838,11
80839,15
80840,10
80841,12
80842,15
80843,13
80844,18
80845,10
80846,19
80847,18
80848,12
80849,16
80850,19
80851,19
80852,19
80853,17
80854,18
80855,14
80856,12
80857,11
80858,9
80859,12
80860,18
80861,10
80862,17
80863,13
80864,14
80865,16
80866,13
80867,15
80868,11
80869,16
80870,14
80871,9
80872,14
80873,13
80874,9
80875,17
80876,15
80877,9
80878,15
80879,13
80880,19
80881,13
80882,7
80883,17
80884,12
80885,18
80886,11
80887,12
80888,11
80889,12
80890,15
80891,17
80892,19
80893,17
80894,17
80895,9
80896,12
80897,14
80898,30
80899,12
80900,12
80901,18
80902,21
80903,10
80904,10
80905,9
80906,13
80907,13
80908,15
80909,15
80910,17
80911,11
80912,17
80913,16
80914,20
80915,12
80916,13
80917,20
80918,16
80919,17
80920,13
80921,14
80922,17
80923,17
80924,18
80925,11
80926,16
80927,13
80928,13
80929,15
80930,19
80931,14
80932,16
80933,12
80934,10
80935,20
80936,17
80937,11
80938,17
80939,11
80940,15
80941,15
80942,14
80943,18
80944,15
80945,18
80946,13
80947,20
80948,11
80949,18
80950,13
80951,13
80952,15
80953,16
80954,12
80955,11
80956,15
80957,22
80958,21
80959,16
80960,15
80961,12
80962,17
80963,13
80964,17
80965,14
80966,10
80967,18
80968,13
80969,18
80970,14
80971,16
80972,15
80973,14
80974,17
80975,11
80976,10
80977,14
80978,16
80979,14
80980,12
80981,17
80982,12
80983,27
80984,12
80985,10
80986,18
80987,15
80988,11
80989,11
80990,16
80991,16
80992,16
80993,15
80994,10
80995,9
80996,18
80997,14
80998,19
80999,16
81000,17
81001,19
81002,17
81003,12
81004,15
81005,17
81006,19
81007,13
81008,29
81009,12
81010,18
81011,19
81012,21
81013,16
81014,12
81015,12
81016,14
81017,8
81018,15
81019,14
81020,10
81021,14
81022,10
81023,9
81024,10
81025,15
81026,16
81027,14
81028,17
81029,15
81030,10
81031,10
81032,22
81033,21
81034,22
81035,18
81036,16
81037,15
81038,14
81039,15
81040,5
81041,13
81042,15
81043,21
81044,16
81045,18
81046,14
81047,10
81048,18
81049,16
81050,20
81051,16
81052,15
81053,12
81054,23
