,tweet_length
346,116
347,112
348,110
349,117
350,126
351,65
352,54
353,109
354,134
355,137
356,41
357,132
358,121
359,127
360,60
361,130
362,109
363,95
364,83
365,49
366,95
367,120
368,105
369,125
370,103
371,76
372,136
373,71
374,137
375,103
376,137
377,124
378,136
379,122
380,91
381,127
382,135
383,90
384,77
385,100
386,135
387,117
388,132
389,73
390,109
391,140
392,122
393,140
394,78
395,82
396,87
397,59
398,90
399,56
400,99
401,140
402,110
403,104
404,97
405,59
406,139
407,128
408,79
409,103
410,53
411,62
412,128
413,130
414,101
415,97
416,69
417,133
418,89
419,96
420,135
421,136
422,136
423,120
424,140
425,101
426,68
427,110
428,95
429,87
430,35
431,92
432,83
433,101
434,84
435,136
436,85
437,50
438,81
439,83
440,93
441,101
442,86
443,100
444,35
445,97
446,67
447,85
448,102
449,76
450,89
451,106
452,113
453,56
454,111
455,99
456,86
457,106
458,102
459,79
460,95
461,93
462,83
463,105
464,93
465,78
466,82
467,102
468,95
469,131
470,116
471,137
472,87
473,127
474,76
475,88
476,47
477,98
478,112
479,92
480,88
481,123
482,117
483,102
484,98
485,80
486,139
487,123
488,91
489,95
490,92
491,74
492,121
493,115
494,98
495,88
496,75
497,125
498,106
499,100
500,115
501,91
502,119
503,72
504,99
505,122
506,85
507,91
508,84
509,107
510,126
511,101
512,114
513,99
514,52
515,87
516,114
517,112
518,119
519,83
520,114
521,92
522,100
523,84
524,95
525,135
526,105
527,127
528,98
529,48
530,123
531,71
532,76
533,119
534,102
535,70
536,115
537,106
538,93
539,85
540,94
541,138
542,133
543,109
544,115
545,118
546,121
547,123
548,75
549,117
550,71
551,113
552,62
553,89
554,99
555,56
556,82
557,83
558,92
559,131
560,93
561,21
562,113
563,93
564,89
565,82
566,123
567,110
568,118
569,95
570,59
571,76
572,69
573,53
574,69
575,73
576,72
577,125
578,106
579,117
580,110
581,110
582,137
583,83
584,109
585,103
586,140
587,110
588,78
589,103
590,107
591,74
592,86
593,130
594,92
595,89
596,123
597,134
598,82
599,67
600,93
601,67
602,136
603,107
604,114
605,73
606,111
607,74
608,78
609,101
610,105
611,93
612,116
613,85
614,111
615,117
616,79
617,92
618,116
619,116
620,60
621,90
622,115
623,108
624,99
625,128
626,94
627,117
628,139
629,98
630,139
631,109
632,67
633,113
634,78
635,128
636,131
637,86
638,16
639,96
640,105
641,91
642,93
643,41
644,95
645,77
646,60
647,94
648,102
649,117
650,131
651,137
652,86
653,136
654,109
655,116
656,141
657,95
658,61
659,128
660,134
661,91
662,132
663,75
664,109
665,28
666,80
667,89
668,105
669,140
670,118
671,140
672,95
673,84
674,97
675,104
676,74
677,88
678,55
679,105
680,92
681,102
682,134
683,117
684,111
685,124
686,137
687,65
688,91
689,138
690,136
691,71
692,140
693,138
694,103
695,99
696,98
697,93
698,128
699,90
700,118
701,99
702,76
703,88
704,137
705,80
706,55
707,66
708,115
709,83
710,89
711,103
712,140
713,101
714,132
715,77
716,139
717,81
718,117
719,98
720,91
721,140
722,104
723,88
724,102
725,114
726,80
727,89
728,112
729,115
730,134
731,85
732,108
733,116
734,82
735,87
736,133
737,107
738,106
739,74
740,104
741,74
742,121
743,140
744,90
745,100
746,140
747,105
748,117
749,62
750,71
751,88
752,117
753,80
754,140
755,100
756,134
757,73
758,88
759,92
760,103
761,125
762,107
763,118
764,62
765,137
766,114
767,84
768,91
769,103
770,77
771,114
772,41
773,93
774,91
775,109
776,106
777,63
778,87
779,99
780,89
781,70
782,92
783,89
784,141
785,129
786,50
787,113
788,73
789,49
790,106
791,138
792,82
793,124
794,66
795,80
796,93
797,139
798,122
799,59
800,67
801,92
802,114
803,99
804,52
805,89
806,111
807,99
808,72
809,45
810,94
811,104
812,101
813,109
814,108
815,81
816,48
817,99
818,131
819,102
820,122
821,85
822,101
823,80
824,80
825,77
826,70
827,85
828,60
829,113
830,104
831,99
832,107
833,106
834,111
835,55
836,73
837,70
838,80
839,78
840,87
841,137
842,96
843,93
844,82
845,93
846,79
847,81
848,96
849,92
850,71
851,80
852,91
853,83
854,114
855,88
856,79
857,92
858,33
859,108
860,137
861,91
862,84
863,118
864,60
865,66
866,99
867,88
868,126
869,92
870,85
871,115
872,119
873,76
874,96
875,67
876,114
877,137
878,103
879,63
880,92
881,80
882,96
883,99
884,94
885,100
886,108
887,85
888,95
889,124
890,46
891,85
892,89
893,103
894,87
895,102
896,96
897,80
898,80
899,101
900,103
901,76
902,69
903,75
904,107
905,108
906,93
907,95
908,136
909,92
910,83
911,124
912,83
913,122
914,92
915,132
916,77
917,123
918,106
919,70
920,114
921,103
922,81
923,103
924,67
925,95
926,97
927,98
928,86
929,88
930,107
931,92
932,105
933,87
934,109
935,71
936,97
937,120
938,115
939,124
940,106
941,102
942,59
943,73
944,72
945,63
946,61
947,59
948,80
949,61
950,62
951,60
952,104
953,162
954,130
955,132
956,119
957,140
958,85
959,163
960,137
961,140
962,138
963,97
964,130
965,102
966,130
967,120
968,90
969,139
970,115
971,134
972,68
973,68
974,42
975,56
976,79
977,51
978,63
979,55
980,58
981,74
982,75
983,72
984,100
985,64
986,114
987,73
988,92
989,120
990,60
991,78
992,69
993,77
994,66
995,75
996,74
997,119
998,95
999,70
1000,71
1001,72
1002,87
1003,116
1004,87
1005,101
1006,71
1007,103
1008,96
1009,72
1010,101
1011,60
1012,75
1013,89
1014,66
1015,102
1016,72
1017,66
1018,41
1019,56
1020,61
1021,73
1022,59
1023,67
1024,52
1025,59
1026,72
1027,87
1028,95
1029,98
1030,92
1031,90
1032,96
1033,91
1034,90
1035,91
1036,82
1037,87
1038,86
1039,87
1040,109
1041,101
1042,115
1043,34
1044,96
1045,96
1046,94
1047,93
1048,93
1049,94
1050,89
1051,82
1052,83
1053,82
1054,84
1055,88
1056,87
1057,82
1058,78
1059,78
1060,79
1061,78
1062,75
1063,78
1064,78
1065,73
1066,71
1067,69
1068,71
1069,61
1070,136
1071,119
1072,163
1073,114
1074,59
1075,63
1076,106
1077,101
1078,114
1079,94
1080,99
1081,111
1082,88
1083,129
1084,135
1085,87
1086,118
1087,157
1088,143
1089,170
1090,86
1091,123
1092,121
1093,133
1094,118
1095,135
1096,121
1097,111
1098,130
1099,118
1100,115
1101,123
1102,133
1103,126
1104,82
1105,73
1106,112
1107,158
1108,99
1109,114
1110,159
1111,105
1112,164
1113,110
1114,163
1115,105
1116,87
1117,137
1118,92
1119,154
1120,142
1121,162
1122,157
1123,109
1124,164
1125,168
1126,164
1127,74
1128,161
1129,161
1130,134
1131,152
1132,161
1133,140
1134,78
1135,160
1136,123
1137,162
1138,131
1139,123
1140,121
1141,81
1142,163
1143,112
1144,164
1145,164
1146,117
1147,124
1148,72
1149,79
1150,42
1151,97
1152,116
1153,76
1154,87
1155,140
1156,34
1157,110
1158,81
1159,60
1160,34
1161,40
1162,72
1163,29
1164,91
1165,85
1166,90
1167,109
1168,114
1169,92
1170,66
1171,103
1172,65
1173,68
1174,134
1175,102
1176,127
1177,99
1178,82
1179,55
1180,106
1181,109
1182,97
1183,127
1184,105
1185,101
1186,79
1187,86
1188,75
1189,135
1190,123
1191,107
1192,77
1193,91
1194,79
1195,41
1196,54
1197,43
1198,54
1199,81
1200,51
1201,57
1202,64
1203,140
1204,132
1205,43
1206,82
1207,93
1208,115
1209,56
1210,113
1211,66
1212,57
1213,41
1214,67
1215,89
1216,57
1217,83
1218,45
1219,109
1220,55
1221,32
1222,57
1223,43
1224,32
1225,50
1226,108
1227,52
1228,108
1229,98
1230,43
1231,37
1232,39
1233,38
1234,78
1235,44
1236,43
1237,92
1238,35
1239,37
1240,31
1241,29
1242,45
1243,78
1244,45
1245,49
1246,61
1247,33
1248,38
1249,28
1250,59
1251,61
1252,87
1253,93
1254,32
1255,39
1256,51
1257,35
1258,40
1259,47
1260,34
1261,108
1262,42
1263,46
1264,127
1265,46
1266,33
1267,84
1268,33
1269,109
1270,64
1271,39
1272,44
1273,136
1274,53
1275,49
1276,67
1277,39
1278,60
1279,44
1280,56
1281,52
1282,45
1283,50
1284,36
1285,27
1286,44
1287,34
1288,39
1289,81
1290,83
1291,30
1292,16
1293,76
1294,34
1295,47
1296,66
1297,45
1298,49
1299,98
1300,79
1301,110
1302,117
1303,92
1304,138
1305,125
1306,139
1307,140
1308,133
1309,41
1310,94
1311,54
1312,108
1313,85
1314,71
1315,136
1316,108
1317,115
1318,80
1319,136
1320,71
1321,124
1322,118
1323,12
1324,83
1325,140
1326,131
1327,88
1328,96
1329,124
1330,77
1331,113
1332,47
1333,116
1334,72
1335,55
1336,64
1337,111
1338,115
1339,129
1340,50
1341,163
1342,82
1343,131
1344,133
1345,115
1346,135
1347,78
1348,78
1349,164
1350,160
1351,94
1352,36
1353,131
1354,73
1355,137
1356,129
1357,134
1358,87
1359,139
1360,127
1361,111
1362,136
1363,79
1364,144
1365,116
1366,63
1367,118
1368,51
1369,44
1370,122
1371,54
1372,88
1373,104
1374,124
1375,38
1376,93
1377,130
1378,131
1379,146
1380,131
1381,35
1382,42
1383,103
1384,99
1385,15
1386,75
1387,59
1388,126
1389,73
1390,123
1391,133
1392,133
1393,148
1394,59
1395,138
1396,136
1397,132
1398,122
1399,91
1400,76
1401,78
1402,50
1403,136
1404,77
1405,26
1406,105
1407,56
1408,136
1409,40
1410,131
1411,108
1412,132
1413,88
1414,97
1415,97
1416,28
1417,133
1418,75
1419,137
1420,89
1421,119
1422,120
1423,56
1424,157
1425,74
1426,77
1427,137
1428,144
1429,129
1430,37
1431,81
1432,126
1433,120
1434,81
1435,140
1436,76
1437,144
1438,130
1439,99
1440,148
1441,37
1442,78
1443,101
1444,31
1445,164
1446,136
1447,97
1448,99
1449,41
1450,132
1451,90
1452,76
1453,75
1454,89
1455,92
1456,89
1457,159
1458,104
1459,102
1460,105
1461,117
1462,106
1463,119
1464,128
1465,55
1466,87
1467,57
1468,62
1469,93
1470,78
1471,78
1472,64
1473,129
1474,69
1475,102
1476,32
1477,110
1478,74
1479,100
1480,60
1481,70
1482,163
1483,70
1484,74
1485,155
1486,103
1487,164
1488,69
1489,110
1490,54
1491,73
1492,164
1493,57
1494,80
1495,70
1496,56
1497,117
1498,70
1499,134
1500,100
1501,50
1502,132
1503,70
1504,77
1505,107
1506,137
1507,144
1508,145
1509,100
1510,121
1511,86
1512,69
1513,77
1514,101
1515,93
1516,78
1517,60
1518,123
1519,89
1520,119
1521,86
1522,144
1523,74
1524,121
1525,117
1526,140
1527,30
1528,138
1529,133
1530,123
1531,122
1532,140
1533,33
1534,122
1535,57
1536,71
1537,117
1538,65
1539,56
1540,100
1541,93
1542,113
1543,103
1544,46
1545,77
1546,144
1547,95
1548,14
1549,94
1550,91
1551,56
1552,4
1553,70
1554,99
1555,130
1556,28
1557,135
1558,66
1559,127
1560,98
1561,80
1562,125
1563,121
1564,79
1565,108
1566,49
1567,108
1568,66
1569,128
1570,121
1571,97
1572,143
1573,114
1574,100
1575,51
1576,132
1577,80
1578,129
1579,45
1580,93
1581,87
1582,80
1583,53
1584,52
1585,95
1586,76
1587,77
1588,112
1589,108
1590,110
1591,138
1592,28
1593,114
1594,137
1595,64
1596,135
1597,162
1598,126
1599,146
1600,94
1601,137
1602,60
1603,157
1604,75
1605,119
1606,89
1607,76
1608,98
1609,120
1610,137
1611,46
1612,115
1613,121
1614,164
1615,56
1616,118
1617,150
1618,59
1619,136
1620,44
1621,78
1622,100
1623,123
1624,144
1625,92
1626,79
1627,102
1628,147
1629,113
1630,163
1631,138
1632,14
1633,69
1634,121
1635,94
1636,77
1637,59
1638,81
1639,103
1640,114
1641,67
1642,100
1643,132
1644,73
1645,31
1646,102
1647,163
1648,77
1649,59
1650,105
1651,111
1652,99
1653,118
1654,163
1655,134
1656,81
1657,66
1658,126
1659,96
1660,120
1661,122
1662,164
1663,47
1664,48
1665,140
1666,69
1667,156
1668,120
1669,120
1670,137
1671,51
1672,56
1673,136
1674,118
1675,71
1676,104
1677,99
1678,119
1679,137
1680,87
1681,81
1682,160
1683,137
1684,127
1685,93
1686,154
1687,82
1688,68
1689,92
1690,130
1691,112
1692,75
1693,136
1694,106
1695,152
1696,128
1697,15
1698,130
1699,93
1700,126
1701,121
1702,101
1703,92
1704,73
1705,134
1706,132
1707,102
1708,106
1709,127
1710,139
1711,70
1712,98
1713,140
1714,84
1715,115
1716,96
1717,87
1718,108
1719,120
1720,40
1721,39
1722,130
1723,139
1724,139
1725,103
1726,102
1727,47
1728,54
1729,134
1730,134
1731,109
1732,87
1733,143
1734,123
1735,143
1736,126
1737,124
1738,78
1739,50
1740,45
1741,132
1742,29
1743,46
1744,88
1745,76
1746,88
1747,118
1748,127
1749,135
1750,123
1751,140
1752,128
1753,133
1754,99
1755,72
1756,117
1757,86
1758,31
1759,108
1760,70
1761,91
1762,89
1763,97
1764,43
1765,31
1766,128
1767,77
1768,144
1769,142
1770,156
1771,147
1772,130
1773,82
1774,102
1775,68
1776,122
1777,137
1778,75
1779,51
1780,133
1781,118
1782,114
1783,31
1784,138
1785,22
1786,59
1787,139
1788,101
1789,71
1790,73
1791,109
1792,125
1793,125
1794,95
1795,140
1796,83
1797,76
1798,82
1799,164
1800,71
1801,130
1802,9
1803,111
1804,94
1805,116
1806,122
1807,59
1808,12
1809,164
1810,149
1811,128
1812,145
1813,76
1814,148
1815,79
1816,87
1817,86
1818,141
1819,69
1820,104
1821,134
1822,40
1823,59
1824,58
1825,47
1826,116
1827,116
1828,134
1829,31
1830,163
1831,102
1832,111
1833,50
1834,138
1835,144
1836,140
1837,138
1838,120
1839,162
1840,47
1841,138
1842,128
1843,103
1844,128
1845,139
1846,128
1847,56
1848,103
1849,100
1850,156
1851,45
1852,137
1853,40
1854,91
1855,102
1856,113
1857,132
1858,143
1859,113
1860,62
1861,59
1862,118
1863,56
1864,155
1865,121
1866,40
1867,102
1868,78
1869,39
1870,83
1871,40
1872,136
1873,122
1874,174
1875,103
1876,140
1877,119
1878,123
1879,86
1880,105
1881,14
1882,107
1883,85
1884,127
1885,45
1886,121
1887,164
1888,159
1889,67
1890,31
1891,42
1892,54
1893,140
1894,87
1895,117
1896,134
1897,139
1898,140
1899,91
1900,83
1901,124
1902,96
1903,160
1904,70
1905,130
1906,90
1907,77
1908,54
1909,109
1910,139
1911,139
1912,69
1913,137
1914,140
1915,85
1916,77
1917,104
1918,139
1919,139
1920,59
1921,163
1922,139
1923,161
1924,156
1925,101
1926,123
1927,124
1928,81
1929,52
1930,113
1931,91
1932,138
1933,90
1934,118
1935,36
1936,60
1937,121
1938,138
1939,130
1940,24
1941,29
1942,72
1943,131
1944,23
1945,127
1946,83
1947,40
1948,137
1949,53
1950,127
1951,96
1952,6
1953,65
1954,64
1955,13
1956,161
1957,135
1958,91
1959,113
1960,104
1961,58
1962,55
1963,78
1964,108
1965,72
1966,59
1967,104
1968,117
1969,120
1970,137
1971,134
1972,123
1973,86
1974,77
1975,115
1976,142
1977,136
1978,136
1979,147
1980,100
1981,121
1982,126
1983,163
1984,75
1985,111
1986,105
1987,111
1988,132
1989,132
1990,93
1991,121
1992,137
1993,134
1994,71
1995,82
1996,95
1997,35
1998,124
1999,104
2000,114
2001,55
2002,65
2003,140
2004,134
2005,117
2006,131
2007,138
2008,131
2009,115
2010,104
2011,82
2012,103
2013,92
2014,85
2015,122
2016,70
2017,103
2018,36
2019,93
2020,120
2021,137
2022,137
2023,93
2024,83
2025,16
2026,164
2027,52
2028,113
2029,86
2030,23
2031,116
2032,140
2033,111
2034,139
2035,162
2036,81
2037,78
2038,83
2039,66
2040,120
2041,155
2042,86
2043,103
2044,125
2045,135
2046,64
2047,66
2048,28
2049,87
2050,127
2051,112
2052,138
2053,99
2054,117
2055,76
2056,140
2057,51
2058,136
2059,122
2060,37
2061,138
2062,99
2063,137
2064,150
2065,154
2066,140
2067,32
2068,104
2069,100
2070,138
2071,101
2072,92
2073,116
2074,63
2075,163
2076,91
2077,51
2078,124
2079,26
2080,81
2081,54
2082,164
2083,127
2084,164
2085,111
2086,104
2087,72
2088,59
2089,96
2090,95
2091,132
2092,116
2093,160
2094,95
2095,138
2096,102
2097,95
2098,136
2099,21
2100,105
2101,63
2102,101
2103,136
2104,155
2105,159
2106,97
2107,136
2108,73
2109,116
2110,90
2111,23
2112,113
2113,90
2114,140
2115,86
2116,84
2117,64
2118,68
2119,31
2120,99
2121,62
2122,72
2123,134
2124,124
2125,129
2126,85
2127,74
2128,104
2129,30
2130,79
2131,74
2132,155
2133,106
2134,140
2135,139
2136,82
2137,95
2138,161
2139,136
2140,138
2141,44
2142,76
2143,133
2144,47
2145,69
2146,140
2147,164
2148,132
2149,113
2150,37
2151,136
2152,62
2153,79
2154,98
2155,70
2156,77
2157,137
2158,119
2159,119
2160,17
2161,114
2162,82
2163,122
2164,71
2165,104
2166,128
2167,131
2168,152
2169,75
2170,117
2171,108
2172,61
2173,26
2174,69
2175,64
2176,136
2177,105
2178,99
2179,133
2180,125
2181,107
2182,84
2183,80
2184,128
2185,110
2186,112
2187,31
2188,104
2189,88
2190,88
2191,140
2192,137
2193,118
2194,100
2195,66
2196,51
2197,86
2198,69
2199,80
2200,102
2201,87
2202,101
2203,81
2204,114
2205,96
2206,104
2207,119
2208,157
2209,101
2210,139
2211,69
2212,64
2213,116
2214,162
2215,104
2216,123
2217,49
2218,72
2219,88
2220,121
2221,116
2222,130
2223,93
2224,66
2225,76
2226,98
2227,159
2228,86
2229,80
2230,125
2231,54
2232,93
2233,51
2234,73
2235,116
2236,106
2237,78
2238,130
2239,124
2240,91
2241,133
2242,67
2243,161
2244,54
2245,124
2246,132
2247,35
2248,103
2249,62
2250,77
2251,40
2252,52
2253,119
2254,36
2255,102
2256,64
2257,106
2258,88
2259,83
2260,43
2261,106
2262,81
2263,57
2264,92
2265,106
2266,52
2267,119
2268,98
2269,58
2270,88
2271,71
2272,57
2273,95
2274,51
2275,89
2276,112
2277,97
2278,98
2279,116
2280,56
2281,63
2282,76
2283,111
2284,70
2285,85
2286,58
2287,90
2288,73
2289,150
2290,89
2291,54
2292,75
2293,74
2294,132
2295,155
2296,58
2297,138
2298,128
2299,138
2300,120
2301,61
2302,65
2303,54
2304,107
2305,94
2306,121
2307,62
2308,137
2309,51
2310,94
2311,33
2312,112
2313,106
2314,159
2315,139
2316,100
2317,111
2318,84
2319,79
2320,97
2321,81
2322,139
2323,105
2324,139
2325,157
2326,129
2327,135
2328,95
2329,67
2330,129
2331,87
2332,87
2333,67
2334,140
2335,60
2336,123
2337,87
2338,164
2339,65
2340,94
2341,64
2342,49
2343,139
2344,163
2345,82
2346,76
2347,99
2348,139
2349,91
2350,69
2351,43
2352,99
2353,141
2354,98
2355,130
2356,29
2357,104
2358,121
2359,133
2360,147
2361,106
2362,102
2363,108
2364,92
2365,59
2366,105
2367,94
2368,80
2369,79
2370,80
2371,139
2372,80
2373,78
2374,112
2375,122
2376,135
2377,89
2378,139
2379,87
2380,107
2381,65
2382,140
2383,66
2384,58
2385,121
2386,103
2387,87
2388,86
2389,133
2390,33
2391,139
2392,114
2393,139
2394,103
2395,102
2396,106
2397,140
2398,64
2399,116
2400,109
2401,94
2402,129
2403,134
2404,106
2405,60
2406,83
2407,136
2408,136
2409,41
2410,74
2411,154
2412,122
2413,23
2414,126
2415,138
2416,91
2417,45
2418,123
2419,53
2420,136
2421,131
2422,87
2423,121
2424,164
2425,113
2426,123
2427,70
2428,40
2429,136
2430,42
2431,106
2432,82
2433,132
2434,120
2435,152
2436,142
2437,120
2438,21
2439,139
2440,104
2441,103
2442,58
2443,131
2444,130
2445,115
2446,97
2447,93
2448,115
2449,140
2450,139
2451,59
2452,127
2453,114
2454,137
2455,120
2456,134
2457,102
2458,58
2459,151
2460,162
2461,63
2462,124
2463,110
2464,138
2465,80
2466,58
2467,91
2468,110
2469,137
2470,148
2471,101
2472,166
2473,75
2474,46
2475,68
2476,143
2477,81
2478,60
2479,75
2480,33
2481,115
2482,140
2483,49
2484,35
2485,69
2486,59
2487,63
2488,89
2489,164
2490,75
2491,95
2492,108
2493,53
2494,19
2495,79
2496,88
2497,140
2498,127
2499,140
2500,40
2501,137
2502,72
2503,88
2504,64
2505,91
2506,91
2507,97
2508,139
2509,81
2510,135
2511,105
2512,129
2513,139
2514,80
2515,155
2516,154
2517,133
2518,157
2519,107
2520,99
2521,111
2522,95
2523,138
2524,138
2525,105
2526,12
2527,81
2528,107
2529,57
2530,64
2531,112
2532,99
2533,85
2534,57
2535,105
2536,132
2537,106
2538,135
2539,73
2540,106
2541,148
2542,82
2543,73
2544,14
2545,37
2546,128
2547,94
2548,139
2549,126
2550,97
2551,48
2552,138
2553,78
2554,76
2555,77
2556,50
2557,100
2558,151
2559,91
2560,163
2561,110
2562,107
2563,123
2564,132
2565,130
2566,140
2567,140
2568,103
2569,71
2570,94
2571,134
2572,108
2573,76
2574,62
2575,112
2576,59
2577,66
2578,106
2579,125
2580,55
2581,80
2582,100
2583,95
2584,100
2585,128
2586,68
2587,49
2588,76
2589,53
2590,37
2591,134
2592,101
2593,83
2594,105
2595,87
2596,87
2597,85
2598,96
2599,74
2600,58
2601,129
2602,131
2603,127
2604,59
2605,92
2606,112
2607,146
2608,75
2609,101
2610,69
2611,68
2612,128
2613,95
2614,106
2615,79
2616,133
2617,88
2618,28
2619,60
2620,136
2621,79
2622,64
2623,43
2624,10
2625,119
2626,66
2627,116
2628,126
2629,154
2630,112
2631,28
2632,73
2633,95
2634,54
2635,24
2636,85
2637,95
2638,84
2639,102
2640,138
2641,100
2642,99
2643,100
2644,79
2645,28
2646,50
2647,112
2648,144
2649,97
2650,138
2651,142
2652,133
2653,37
2654,55
2655,80
2656,23
2657,130
2658,140
2659,99
2660,117
2661,100
2662,163
2663,125
2664,57
2665,42
2666,44
2667,93
2668,112
2669,109
2670,28
2671,95
2672,65
2673,142
2674,130
2675,103
2676,72
2677,69
2678,51
2679,67
2680,137
2681,80
2682,115
2683,54
2684,45
2685,91
2686,85
2687,110
2688,128
2689,87
2690,73
2691,164
2692,59
2693,85
2694,74
2695,96
2696,84
2697,43
2698,113
2699,67
2700,96
2701,83
2702,137
2703,150
2704,96
2705,118
2706,118
2707,98
2708,137
2709,77
2710,83
2711,103
2712,133
2713,99
2714,139
2715,128
2716,114
2717,139
2718,73
2719,98
2720,163
2721,29
2722,25
2723,102
2724,123
2725,94
2726,45
2727,106
2728,157
2729,131
2730,67
2731,93
2732,65
2733,125
2734,38
2735,78
2736,139
2737,49
2738,41
2739,86
2740,132
2741,139
2742,90
2743,93
2744,136
2745,47
2746,99
2747,111
2748,83
2749,84
2750,127
2751,107
2752,95
2753,80
2754,141
2755,131
2756,135
2757,140
2758,139
2759,122
2760,72
2761,76
2762,125
2763,126
2764,142
2765,99
2766,152
2767,83
2768,67
2769,92
2770,80
2771,86
2772,106
2773,82
2774,127
2775,140
2776,111
2777,45
2778,35
2779,132
2780,104
2781,87
2782,61
2783,124
2784,62
2785,129
2786,116
2787,111
2788,86
2789,109
2790,30
2791,105
2792,125
2793,105
2794,123
2795,110
2796,129
2797,46
2798,74
2799,82
2800,26
2801,134
2802,156
2803,140
2804,140
2805,40
2806,112
2807,70
2808,82
2809,92
2810,76
2811,84
2812,126
2813,38
2814,128
2815,162
2816,48
2817,137
2818,86
2819,133
2820,133
2821,135
2822,127
2823,64
2824,120
2825,82
2826,87
2827,46
2828,112
2829,108
2830,126
2831,24
2832,162
2833,117
2834,18
2835,138
2836,76
2837,64
2838,147
2839,139
2840,132
2841,123
2842,88
2843,97
2844,85
2845,119
2846,157
2847,54
2848,82
2849,113
2850,138
2851,131
2852,44
2853,80
2854,58
2855,73
2856,78
2857,94
2858,117
2859,74
2860,70
2861,101
2862,140
2863,130
2864,67
2865,98
2866,86
2867,55
2868,94
2869,85
2870,50
2871,60
2872,87
2873,71
2874,62
2875,78
2876,101
2877,65
2878,124
2879,115
2880,128
2881,68
2882,90
2883,140
2884,98
2885,124
2886,131
2887,105
2888,143
2889,71
2890,77
2891,139
2892,139
2893,36
2894,27
2895,32
2896,138
2897,88
2898,33
2899,98
2900,147
2901,106
2902,98
2903,107
2904,58
2905,43
2906,68
2907,20
2908,31
2909,55
2910,140
2911,100
2912,92
2913,55
2914,67
2915,65
2916,53
2917,144
2918,102
2919,131
2920,35
2921,137
2922,139
2923,104
2924,66
2925,107
2926,69
2927,64
2928,75
2929,50
2930,70
2931,79
2932,99
2933,137
2934,86
2935,140
2936,109
2937,127
2938,135
2939,133
2940,140
2941,92
2942,75
2943,67
2944,84
2945,137
2946,103
2947,111
2948,134
2949,151
2950,157
2951,104
2952,126
2953,98
2954,95
2955,139
2956,148
2957,82
2958,68
2959,115
2960,102
2961,83
2962,163
2963,135
2964,118
2965,75
2966,127
2967,108
2968,131
2969,115
2970,126
2971,70
2972,135
2973,141
2974,142
2975,106
2976,139
2977,98
2978,135
2979,76
2980,121
2981,133
2982,89
2983,80
2984,96
2985,43
2986,118
2987,133
2988,149
2989,97
2990,127
2991,139
2992,56
2993,134
2994,139
2995,119
2996,99
